File accession	File format	File type	File format type	Output type	File assembly	Experiment accession	Assay	Biosample term id	Biosample term name	Biosample type	Biosample organism	Biosample treatments	Biosample treatments amount	Biosample treatments duration	Biosample genetic modifications methods	Biosample genetic modifications categories	Biosample genetic modifications targets	Biosample genetic modifications gene targets	Biosample genetic modifications site coordinates	Biosample genetic modifications zygosity	Experiment target	Library made from	Library depleted in	Library extraction method	Library lysis method	Library crosslinking method	Library strand specific	Experiment date released	Project	RBNS protein concentration	Library fragmentation method	Library size range	Biological replicate(s)	Technical replicate(s)	Read length	Mapped read length	Run type	Paired end	Paired with	Index of	Derived from	Size	Lab	md5sum	dbxrefs	File download URL	Genome annotation	Platform	Controlled by	File Status	s3_uri	Audit WARNING	Audit NOT_COMPLIANT	Audit ERROR
ENCFF874XYT	bam	bam		alignments	hg19	ENCSR897JAS	TF ChIP-seq	EFO:0001203	MCF-7	cell line	Homo sapiens										CREB1-human	DNA						2016-07-08	ENCODE			450-650	2	2_1		100					/files/ENCFF804SDU/, /files/ENCFF841EZY/, /files/ENCFF807MUK/	4545847603	ENCODE Processing Pipeline	3f480e988222f63c4bedc1a98aeb7831		https://www.encodeproject.org/files/ENCFF874XYT/@@download/ENCFF874XYT.bam				released	s3://encode-public/2015/12/09/3b895edc-a698-45d4-900a-6c9c3843eb7f/ENCFF874XYT.bam			
ENCFF006NUZ	bam	bam		alignments	hg19	ENCSR897JAS	TF ChIP-seq	EFO:0001203	MCF-7	cell line	Homo sapiens										CREB1-human	DNA						2016-07-08	ENCODE			450-650	1	1_1		100					/files/ENCFF807MUK/, /files/ENCFF653KYN/, /files/ENCFF220OFM/	5075042659	ENCODE Processing Pipeline	4fe13e909b6a390a26c756dbc2b7ef78		https://www.encodeproject.org/files/ENCFF006NUZ/@@download/ENCFF006NUZ.bam				released	s3://encode-public/2015/12/09/2f75c2b5-5cea-4e03-866d-b51e6f31868b/ENCFF006NUZ.bam			
ENCFF841EZY	fastq	fastq		reads		ENCSR897JAS	TF ChIP-seq	EFO:0001203	MCF-7	cell line	Homo sapiens										CREB1-human	DNA						2016-07-08	ENCODE			450-650	2	2_1	100		paired-ended	1	/files/ENCFF804SDU/			2540703786	Michael Snyder, Stanford	9a0e30e267def590f0921a427fa61db5	SRA:SRR6214413	https://www.encodeproject.org/files/ENCFF841EZY/@@download/ENCFF841EZY.fastq.gz		Illumina HiSeq 2000	/files/ENCFF002DTU/	released	s3://encode-public/2015/06/30/ebb113ad-6a10-42fe-9b9d-b8facd0a3a0f/ENCFF841EZY.fastq.gz			
ENCFF804SDU	fastq	fastq		reads		ENCSR897JAS	TF ChIP-seq	EFO:0001203	MCF-7	cell line	Homo sapiens										CREB1-human	DNA						2016-07-08	ENCODE			450-650	2	2_1	100		paired-ended	2	/files/ENCFF841EZY/			2614396391	Michael Snyder, Stanford	620d5fa4ac35274759e6f9da1247d571	SRA:SRR6214413	https://www.encodeproject.org/files/ENCFF804SDU/@@download/ENCFF804SDU.fastq.gz		Illumina HiSeq 2000	/files/ENCFF002EFI/	released	s3://encode-public/2015/06/30/1fdd9a3d-7bfb-4abe-affb-12e60f82bdc0/ENCFF804SDU.fastq.gz			
ENCFF184EQF	bam	bam		alignments	GRCh38	ENCSR897JAS	TF ChIP-seq	EFO:0001203	MCF-7	cell line	Homo sapiens										CREB1-human	DNA						2016-07-08	ENCODE			450-650	2	2_1		100					/files/ENCFF804SDU/, /files/ENCFF841EZY/, /files/ENCFF643CGH/	4558041911	ENCODE Processing Pipeline	3b7a77028176251c14244005c077fae9		https://www.encodeproject.org/files/ENCFF184EQF/@@download/ENCFF184EQF.bam				released	s3://encode-public/2017/01/26/e6b4e5c0-085c-46c7-9024-6826c69403f5/ENCFF184EQF.bam			
ENCFF206CHM	bam	bam		unfiltered alignments	GRCh38	ENCSR897JAS	TF ChIP-seq	EFO:0001203	MCF-7	cell line	Homo sapiens										CREB1-human	DNA						2016-07-08	ENCODE			450-650	2	2_1		100					/files/ENCFF804SDU/, /files/ENCFF841EZY/, /files/ENCFF643CGH/	5470708827	ENCODE Processing Pipeline	917fa24592f8b9e091da17b2a28db2da		https://www.encodeproject.org/files/ENCFF206CHM/@@download/ENCFF206CHM.bam				released	s3://encode-public/2017/01/26/90c8bfc0-9864-404b-8aa4-6d5a8737f777/ENCFF206CHM.bam			
ENCFF306ADO	bam	bam		unfiltered alignments	GRCh38	ENCSR897JAS	TF ChIP-seq	EFO:0001203	MCF-7	cell line	Homo sapiens										CREB1-human	DNA						2016-07-08	ENCODE			450-650	1	1_1		100					/files/ENCFF643CGH/, /files/ENCFF653KYN/, /files/ENCFF220OFM/	6195528511	ENCODE Processing Pipeline	0892cfdeab9c4c2bd1887e45e504ad30		https://www.encodeproject.org/files/ENCFF306ADO/@@download/ENCFF306ADO.bam				released	s3://encode-public/2017/01/26/9b025a0d-c5dd-410c-9355-54eabd05d5d9/ENCFF306ADO.bam			
ENCFF520GWV	bam	bam		alignments	GRCh38	ENCSR897JAS	TF ChIP-seq	EFO:0001203	MCF-7	cell line	Homo sapiens										CREB1-human	DNA						2016-07-08	ENCODE			450-650	1	1_1		100					/files/ENCFF643CGH/, /files/ENCFF653KYN/, /files/ENCFF220OFM/	5096913202	ENCODE Processing Pipeline	16c3b4c5f9b2231f0ed15945f0af258d		https://www.encodeproject.org/files/ENCFF520GWV/@@download/ENCFF520GWV.bam				released	s3://encode-public/2017/01/26/c15037f9-7228-4900-89ad-b0fb6dcb4574/ENCFF520GWV.bam			
ENCFF584ZUP	bigWig	bigWig		signal p-value	GRCh38	ENCSR897JAS	TF ChIP-seq	EFO:0001203	MCF-7	cell line	Homo sapiens										CREB1-human	DNA						2016-07-08	ENCODE			450-650	1	1_1							/files/ENCFF520GWV/, /files/ENCFF291AFY/	957481212	ENCODE Processing Pipeline	0beab11242a2729d0cb3720bd5af458d		https://www.encodeproject.org/files/ENCFF584ZUP/@@download/ENCFF584ZUP.bigWig				released	s3://encode-public/2017/01/26/a5a8557e-0021-4e8b-a204-b7b3ff4ed36c/ENCFF584ZUP.bigWig			
ENCFF046JKT	bigWig	bigWig		signal p-value	GRCh38	ENCSR897JAS	TF ChIP-seq	EFO:0001203	MCF-7	cell line	Homo sapiens										CREB1-human	DNA						2016-07-08	ENCODE			450-650	1, 2	1_1, 2_1							/files/ENCFF520GWV/, /files/ENCFF184EQF/, /files/ENCFF291AFY/, /files/ENCFF426RDP/	2054007260	ENCODE Processing Pipeline	f737485e1b41295eca433d5a8163c12e		https://www.encodeproject.org/files/ENCFF046JKT/@@download/ENCFF046JKT.bigWig				released	s3://encode-public/2017/01/26/63a33b17-6740-4268-af18-c4b4d9375996/ENCFF046JKT.bigWig			
ENCFF583VSJ	bigWig	bigWig		signal p-value	GRCh38	ENCSR897JAS	TF ChIP-seq	EFO:0001203	MCF-7	cell line	Homo sapiens										CREB1-human	DNA						2016-07-08	ENCODE			450-650	2	2_1							/files/ENCFF184EQF/, /files/ENCFF426RDP/	952268225	ENCODE Processing Pipeline	cf01838a11e60152a1029e864ff1b0ff		https://www.encodeproject.org/files/ENCFF583VSJ/@@download/ENCFF583VSJ.bigWig				released	s3://encode-public/2017/01/26/5dcd116b-cc43-44c2-8278-0a9af2f33814/ENCFF583VSJ.bigWig			
ENCFF138RWU	bigWig	bigWig		fold change over control	GRCh38	ENCSR897JAS	TF ChIP-seq	EFO:0001203	MCF-7	cell line	Homo sapiens										CREB1-human	DNA						2016-07-08	ENCODE			450-650	2	2_1							/files/ENCFF184EQF/, /files/ENCFF426RDP/	1119777553	ENCODE Processing Pipeline	396282f42e2275ef961796b3dc0955e4		https://www.encodeproject.org/files/ENCFF138RWU/@@download/ENCFF138RWU.bigWig				released	s3://encode-public/2017/01/26/7067952d-a5a2-4d07-a2ec-4ea5139f58a9/ENCFF138RWU.bigWig			
ENCFF819EIQ	bigWig	bigWig		fold change over control	GRCh38	ENCSR897JAS	TF ChIP-seq	EFO:0001203	MCF-7	cell line	Homo sapiens										CREB1-human	DNA						2016-07-08	ENCODE			450-650	1	1_1							/files/ENCFF520GWV/, /files/ENCFF291AFY/	1176178465	ENCODE Processing Pipeline	382e14611575b3891c52664389df11b0		https://www.encodeproject.org/files/ENCFF819EIQ/@@download/ENCFF819EIQ.bigWig				released	s3://encode-public/2017/01/26/c1948676-71f2-4621-9bd1-3d559945d17f/ENCFF819EIQ.bigWig			
ENCFF848PUB	bigWig	bigWig		fold change over control	GRCh38	ENCSR897JAS	TF ChIP-seq	EFO:0001203	MCF-7	cell line	Homo sapiens										CREB1-human	DNA						2016-07-08	ENCODE			450-650	1, 2	1_1, 2_1							/files/ENCFF520GWV/, /files/ENCFF184EQF/, /files/ENCFF291AFY/, /files/ENCFF426RDP/	2130566001	ENCODE Processing Pipeline	0385e61c1234f98a8338bf8ffd6ea320		https://www.encodeproject.org/files/ENCFF848PUB/@@download/ENCFF848PUB.bigWig				released	s3://encode-public/2017/01/26/0fd5d8ae-071f-4855-8a3f-7ba445967aeb/ENCFF848PUB.bigWig			
ENCFF587YGQ	bigBed narrowPeak	bigBed	narrowPeak	peaks and background as input for IDR	GRCh38	ENCSR897JAS	TF ChIP-seq	EFO:0001203	MCF-7	cell line	Homo sapiens										CREB1-human	DNA						2016-07-08	ENCODE			450-650	2	2_1							/files/ENCFF949ZLO/	13579316	ENCODE Processing Pipeline	0b22c9b40c5121e15d54662932467b9a		https://www.encodeproject.org/files/ENCFF587YGQ/@@download/ENCFF587YGQ.bigBed				released	s3://encode-public/2017/01/26/4938498c-fe73-4dd0-a153-51bf17247ce8/ENCFF587YGQ.bigBed			
ENCFF476SRE	bigBed narrowPeak	bigBed	narrowPeak	peaks and background as input for IDR	GRCh38	ENCSR897JAS	TF ChIP-seq	EFO:0001203	MCF-7	cell line	Homo sapiens										CREB1-human	DNA						2016-07-08	ENCODE			450-650	1	1_1							/files/ENCFF901ZBM/	13700835	ENCODE Processing Pipeline	2fc9635887319fe2d66d0df182ac5f3c		https://www.encodeproject.org/files/ENCFF476SRE/@@download/ENCFF476SRE.bigBed				released	s3://encode-public/2017/01/26/b15633d6-ad69-466f-9e22-94e2ecdab54a/ENCFF476SRE.bigBed			
ENCFF356LKG	bed narrowPeak	bed	narrowPeak	conservative IDR thresholded peaks	GRCh38	ENCSR897JAS	TF ChIP-seq	EFO:0001203	MCF-7	cell line	Homo sapiens										CREB1-human	DNA						2016-07-08	ENCODE			450-650	1, 2	1_1, 2_1							/files/ENCFF949ZLO/, /files/ENCFF419RSJ/, /files/ENCFF466AJA/, /files/ENCFF901ZBM/	636141	ENCODE Processing Pipeline	5266944f774b53d9a2729cfd16523057		https://www.encodeproject.org/files/ENCFF356LKG/@@download/ENCFF356LKG.bed.gz				released	s3://encode-public/2017/01/26/93e01d89-1f46-4e3f-aca3-fe4a95917e9c/ENCFF356LKG.bed.gz			
ENCFF901ZBM	bed narrowPeak	bed	narrowPeak	peaks and background as input for IDR	GRCh38	ENCSR897JAS	TF ChIP-seq	EFO:0001203	MCF-7	cell line	Homo sapiens										CREB1-human	DNA						2016-07-08	ENCODE			450-650	1	1_1							/files/ENCFF520GWV/, /files/ENCFF291AFY/	6856458	ENCODE Processing Pipeline	826002b16e02513a7343ca9cbb9a9c9c		https://www.encodeproject.org/files/ENCFF901ZBM/@@download/ENCFF901ZBM.bed.gz				released	s3://encode-public/2017/01/26/35afe3cc-46d4-4661-8fca-fc155a1a5892/ENCFF901ZBM.bed.gz			
ENCFF949ZLO	bed narrowPeak	bed	narrowPeak	peaks and background as input for IDR	GRCh38	ENCSR897JAS	TF ChIP-seq	EFO:0001203	MCF-7	cell line	Homo sapiens										CREB1-human	DNA						2016-07-08	ENCODE			450-650	2	2_1							/files/ENCFF184EQF/, /files/ENCFF426RDP/	6721899	ENCODE Processing Pipeline	cbfe8f8b9a41fea7a44733f0ca795e86		https://www.encodeproject.org/files/ENCFF949ZLO/@@download/ENCFF949ZLO.bed.gz				released	s3://encode-public/2017/01/26/4aea0468-58fb-4a88-b774-d501882c2f75/ENCFF949ZLO.bed.gz			
ENCFF495PCJ	bed narrowPeak	bed	narrowPeak	optimal IDR thresholded peaks	GRCh38	ENCSR897JAS	TF ChIP-seq	EFO:0001203	MCF-7	cell line	Homo sapiens										CREB1-human	DNA						2016-07-08	ENCODE			450-650	1, 2	1_1, 2_1							/files/ENCFF949ZLO/, /files/ENCFF419RSJ/, /files/ENCFF466AJA/, /files/ENCFF901ZBM/	889650	ENCODE Processing Pipeline	1cdebe7e84a9190618e3b49d01d01c42		https://www.encodeproject.org/files/ENCFF495PCJ/@@download/ENCFF495PCJ.bed.gz				released	s3://encode-public/2017/01/26/410af1d0-430e-40a5-8189-82c15b2942d0/ENCFF495PCJ.bed.gz			
ENCFF842TNI	bigBed narrowPeak	bigBed	narrowPeak	optimal IDR thresholded peaks	GRCh38	ENCSR897JAS	TF ChIP-seq	EFO:0001203	MCF-7	cell line	Homo sapiens										CREB1-human	DNA						2016-07-08	ENCODE			450-650	1, 2	1_1, 2_1							/files/ENCFF495PCJ/	1832033	ENCODE Processing Pipeline	89dfabb000bf7f2a64e243917c2eb8c1		https://www.encodeproject.org/files/ENCFF842TNI/@@download/ENCFF842TNI.bigBed				released	s3://encode-public/2017/01/26/e932b643-a207-4013-a686-fc83f57cb2b9/ENCFF842TNI.bigBed			
ENCFF466AJA	bed narrowPeak	bed	narrowPeak	peaks and background as input for IDR	GRCh38	ENCSR897JAS	TF ChIP-seq	EFO:0001203	MCF-7	cell line	Homo sapiens										CREB1-human	DNA						2016-07-08	ENCODE			450-650	1, 2	1_1, 2_1							/files/ENCFF520GWV/, /files/ENCFF184EQF/, /files/ENCFF291AFY/, /files/ENCFF426RDP/	7253414	ENCODE Processing Pipeline	3c5a2c2184bca8bf7911edc3bbe915c0		https://www.encodeproject.org/files/ENCFF466AJA/@@download/ENCFF466AJA.bed.gz				released	s3://encode-public/2017/01/26/9c1a1136-a12d-44ae-8e9d-1f4a821a89b3/ENCFF466AJA.bed.gz			
ENCFF381AWB	bigBed narrowPeak	bigBed	narrowPeak	peaks and background as input for IDR	GRCh38	ENCSR897JAS	TF ChIP-seq	EFO:0001203	MCF-7	cell line	Homo sapiens										CREB1-human	DNA						2016-07-08	ENCODE			450-650	1, 2	1_1, 2_1							/files/ENCFF466AJA/	13874889	ENCODE Processing Pipeline	f140c52f3343cdfc2a1029c8bca38bc7		https://www.encodeproject.org/files/ENCFF381AWB/@@download/ENCFF381AWB.bigBed				released	s3://encode-public/2017/01/26/7a640423-b958-446a-a05d-3b6a65363543/ENCFF381AWB.bigBed			
ENCFF935QGM	bigBed narrowPeak	bigBed	narrowPeak	conservative IDR thresholded peaks	GRCh38	ENCSR897JAS	TF ChIP-seq	EFO:0001203	MCF-7	cell line	Homo sapiens										CREB1-human	DNA						2016-07-08	ENCODE			450-650	1, 2	1_1, 2_1							/files/ENCFF356LKG/	1117005	ENCODE Processing Pipeline	3ff63fd4de0805837dda16e670969047		https://www.encodeproject.org/files/ENCFF935QGM/@@download/ENCFF935QGM.bigBed				released	s3://encode-public/2017/01/26/61079d27-9686-46e2-b99c-f316d7901d6d/ENCFF935QGM.bigBed			
ENCFF266QHE	bam	bam		unfiltered alignments	hg19	ENCSR897JAS	TF ChIP-seq	EFO:0001203	MCF-7	cell line	Homo sapiens										CREB1-human	DNA						2016-07-08	ENCODE			450-650	1	1_1		100					/files/ENCFF807MUK/, /files/ENCFF653KYN/, /files/ENCFF220OFM/	6192465834	ENCODE Processing Pipeline	0383e473318fd9d44c3f617249abdbbb		https://www.encodeproject.org/files/ENCFF266QHE/@@download/ENCFF266QHE.bam				released	s3://encode-public/2017/01/26/2dc3d34d-40cf-453d-aa69-e525904455fc/ENCFF266QHE.bam			
ENCFF045EWS	bam	bam		unfiltered alignments	hg19	ENCSR897JAS	TF ChIP-seq	EFO:0001203	MCF-7	cell line	Homo sapiens										CREB1-human	DNA						2016-07-08	ENCODE			450-650	2	2_1		100					/files/ENCFF804SDU/, /files/ENCFF841EZY/, /files/ENCFF807MUK/	5465493827	ENCODE Processing Pipeline	c3dad6f8536fd6fee30ba81a5200c74a		https://www.encodeproject.org/files/ENCFF045EWS/@@download/ENCFF045EWS.bam				released	s3://encode-public/2017/01/26/92885e50-950c-43b8-8a8b-fbd6a615f2bf/ENCFF045EWS.bam			
ENCFF634HLA	bed narrowPeak	bed	narrowPeak	peaks and background as input for IDR	hg19	ENCSR897JAS	TF ChIP-seq	EFO:0001203	MCF-7	cell line	Homo sapiens										CREB1-human	DNA						2016-07-08	ENCODE			450-650	1, 2	1_1, 2_1							/files/ENCFF874XYT/, /files/ENCFF049MPQ/, /files/ENCFF006NUZ/, /files/ENCFF583FAG/	7243077	ENCODE Processing Pipeline	dfa06fad560bf9175c99fd5326d8f520		https://www.encodeproject.org/files/ENCFF634HLA/@@download/ENCFF634HLA.bed.gz				released	s3://encode-public/2017/01/28/e8ee30da-7c14-48d4-aae3-4a89c4f1c52a/ENCFF634HLA.bed.gz			
ENCFF521INM	bed narrowPeak	bed	narrowPeak	peaks and background as input for IDR	hg19	ENCSR897JAS	TF ChIP-seq	EFO:0001203	MCF-7	cell line	Homo sapiens										CREB1-human	DNA						2016-07-08	ENCODE			450-650	1	1_1							/files/ENCFF049MPQ/, /files/ENCFF006NUZ/	6861644	ENCODE Processing Pipeline	69eef2d9139100c43c30084d19211fe5		https://www.encodeproject.org/files/ENCFF521INM/@@download/ENCFF521INM.bed.gz				released	s3://encode-public/2017/01/28/556a1839-7ee2-4797-8200-52e173c1acf2/ENCFF521INM.bed.gz			
ENCFF585ASH	bigWig	bigWig		signal p-value	hg19	ENCSR897JAS	TF ChIP-seq	EFO:0001203	MCF-7	cell line	Homo sapiens										CREB1-human	DNA						2016-07-08	ENCODE			450-650	1	1_1							/files/ENCFF049MPQ/, /files/ENCFF006NUZ/	1075065308	ENCODE Processing Pipeline	9f918a6f4d146a6e7c8970c345fd0e39		https://www.encodeproject.org/files/ENCFF585ASH/@@download/ENCFF585ASH.bigWig				released	s3://encode-public/2017/01/28/158f3bca-6e26-4fd3-87d5-72006ed35112/ENCFF585ASH.bigWig			
ENCFF041PVA	bigWig	bigWig		signal p-value	hg19	ENCSR897JAS	TF ChIP-seq	EFO:0001203	MCF-7	cell line	Homo sapiens										CREB1-human	DNA						2016-07-08	ENCODE			450-650	2	2_1							/files/ENCFF874XYT/, /files/ENCFF583FAG/	1170892395	ENCODE Processing Pipeline	af29d94be88af1366d813f6202bc84d8		https://www.encodeproject.org/files/ENCFF041PVA/@@download/ENCFF041PVA.bigWig				released	s3://encode-public/2017/01/28/ace36d2a-d084-45ac-8c13-e6e38e2ef924/ENCFF041PVA.bigWig			
ENCFF501XYA	bigWig	bigWig		signal p-value	hg19	ENCSR897JAS	TF ChIP-seq	EFO:0001203	MCF-7	cell line	Homo sapiens										CREB1-human	DNA						2016-07-08	ENCODE			450-650	1, 2	1_1, 2_1							/files/ENCFF874XYT/, /files/ENCFF049MPQ/, /files/ENCFF006NUZ/, /files/ENCFF583FAG/	2055527786	ENCODE Processing Pipeline	6c199490ac5ace777b1561e976dfe80a		https://www.encodeproject.org/files/ENCFF501XYA/@@download/ENCFF501XYA.bigWig				released	s3://encode-public/2017/01/28/4d0b0525-354a-41ba-9ef8-87a27349a905/ENCFF501XYA.bigWig			
ENCFF008VYM	bigWig	bigWig		fold change over control	hg19	ENCSR897JAS	TF ChIP-seq	EFO:0001203	MCF-7	cell line	Homo sapiens										CREB1-human	DNA						2016-07-08	ENCODE			450-650	1	1_1							/files/ENCFF049MPQ/, /files/ENCFF006NUZ/	1178919837	ENCODE Processing Pipeline	d8da1f3e1318df686f5a787ff9a4da49		https://www.encodeproject.org/files/ENCFF008VYM/@@download/ENCFF008VYM.bigWig				released	s3://encode-public/2017/01/28/6f1f9124-5872-4788-83be-90b629cd3174/ENCFF008VYM.bigWig			
ENCFF387WAL	bigWig	bigWig		fold change over control	hg19	ENCSR897JAS	TF ChIP-seq	EFO:0001203	MCF-7	cell line	Homo sapiens										CREB1-human	DNA						2016-07-08	ENCODE			450-650	2	2_1							/files/ENCFF874XYT/, /files/ENCFF583FAG/	1114191754	ENCODE Processing Pipeline	a91fa1e2703c6fcee440f8155fd2375c		https://www.encodeproject.org/files/ENCFF387WAL/@@download/ENCFF387WAL.bigWig				released	s3://encode-public/2017/01/28/0fd8ee93-fd08-46ce-8fad-30da12837efb/ENCFF387WAL.bigWig			
ENCFF890XEY	bigWig	bigWig		fold change over control	hg19	ENCSR897JAS	TF ChIP-seq	EFO:0001203	MCF-7	cell line	Homo sapiens										CREB1-human	DNA						2016-07-08	ENCODE			450-650	1, 2	1_1, 2_1							/files/ENCFF874XYT/, /files/ENCFF049MPQ/, /files/ENCFF006NUZ/, /files/ENCFF583FAG/	2124295930	ENCODE Processing Pipeline	7dfdb40c9cf9ba05adac1952a2bbf6aa		https://www.encodeproject.org/files/ENCFF890XEY/@@download/ENCFF890XEY.bigWig				released	s3://encode-public/2017/01/28/15a049a2-67b7-4ced-ad4a-fdfa7553eef9/ENCFF890XEY.bigWig			
ENCFF351PGN	bed narrowPeak	bed	narrowPeak	peaks and background as input for IDR	hg19	ENCSR897JAS	TF ChIP-seq	EFO:0001203	MCF-7	cell line	Homo sapiens										CREB1-human	DNA						2016-07-08	ENCODE			450-650	2	2_1							/files/ENCFF874XYT/, /files/ENCFF583FAG/	6677591	ENCODE Processing Pipeline	544d520441bbeb7d2df6d5c9a665e174		https://www.encodeproject.org/files/ENCFF351PGN/@@download/ENCFF351PGN.bed.gz				released	s3://encode-public/2017/01/28/c2dd109a-808c-42e8-a315-c88fbec50dbe/ENCFF351PGN.bed.gz			
ENCFF127RVQ	bed narrowPeak	bed	narrowPeak	optimal IDR thresholded peaks	hg19	ENCSR897JAS	TF ChIP-seq	EFO:0001203	MCF-7	cell line	Homo sapiens										CREB1-human	DNA						2016-07-08	ENCODE			450-650	1, 2	1_1, 2_1							/files/ENCFF001TDO/, /files/ENCFF351PGN/, /files/ENCFF634HLA/, /files/ENCFF521INM/	881747	ENCODE Processing Pipeline	2f0a214c3caca2c724991bc88dc1434a		https://www.encodeproject.org/files/ENCFF127RVQ/@@download/ENCFF127RVQ.bed.gz				released	s3://encode-public/2017/01/28/29c29471-0153-431d-babd-ff613f06962e/ENCFF127RVQ.bed.gz			
ENCFF635JML	bigBed narrowPeak	bigBed	narrowPeak	peaks and background as input for IDR	hg19	ENCSR897JAS	TF ChIP-seq	EFO:0001203	MCF-7	cell line	Homo sapiens										CREB1-human	DNA						2016-07-08	ENCODE			450-650	1	1_1							/files/ENCFF521INM/	13707322	ENCODE Processing Pipeline	817a73c651b0753629b7b251583c4c57		https://www.encodeproject.org/files/ENCFF635JML/@@download/ENCFF635JML.bigBed				released	s3://encode-public/2017/01/28/c5c4c4b4-2efa-47b5-bd53-2ceac19c1da3/ENCFF635JML.bigBed			
ENCFF911KEB	bigBed narrowPeak	bigBed	narrowPeak	peaks and background as input for IDR	hg19	ENCSR897JAS	TF ChIP-seq	EFO:0001203	MCF-7	cell line	Homo sapiens										CREB1-human	DNA						2016-07-08	ENCODE			450-650	2	2_1							/files/ENCFF351PGN/	13550618	ENCODE Processing Pipeline	54f2fc6acc4399dc64982a848c4cb9e1		https://www.encodeproject.org/files/ENCFF911KEB/@@download/ENCFF911KEB.bigBed				released	s3://encode-public/2017/01/28/70ba8d87-dd0a-4635-b44f-39ce3d6f1090/ENCFF911KEB.bigBed			
ENCFF344AFF	bigBed narrowPeak	bigBed	narrowPeak	peaks and background as input for IDR	hg19	ENCSR897JAS	TF ChIP-seq	EFO:0001203	MCF-7	cell line	Homo sapiens										CREB1-human	DNA						2016-07-08	ENCODE			450-650	1, 2	1_1, 2_1							/files/ENCFF634HLA/	13851986	ENCODE Processing Pipeline	f34771ca4cff147f88f31ef73d05f87a		https://www.encodeproject.org/files/ENCFF344AFF/@@download/ENCFF344AFF.bigBed				released	s3://encode-public/2017/01/28/dd339333-a00b-49ed-a807-8956df5ecd17/ENCFF344AFF.bigBed			
ENCFF104HUI	bigBed narrowPeak	bigBed	narrowPeak	optimal IDR thresholded peaks	hg19	ENCSR897JAS	TF ChIP-seq	EFO:0001203	MCF-7	cell line	Homo sapiens										CREB1-human	DNA						2016-07-08	ENCODE			450-650	1, 2	1_1, 2_1							/files/ENCFF127RVQ/	1811807	ENCODE Processing Pipeline	4e2449ea1226904bd3c52120c19ac65e		https://www.encodeproject.org/files/ENCFF104HUI/@@download/ENCFF104HUI.bigBed				released	s3://encode-public/2017/01/28/01a4ee72-eb25-4d82-befd-c271e32ea3cd/ENCFF104HUI.bigBed			
ENCFF553DRN	bed narrowPeak	bed	narrowPeak	conservative IDR thresholded peaks	hg19	ENCSR897JAS	TF ChIP-seq	EFO:0001203	MCF-7	cell line	Homo sapiens										CREB1-human	DNA						2016-07-08	ENCODE			450-650	1, 2	1_1, 2_1							/files/ENCFF001TDO/, /files/ENCFF351PGN/, /files/ENCFF634HLA/, /files/ENCFF521INM/	628519	ENCODE Processing Pipeline	c60c81722b6a3407985794d0069d0905		https://www.encodeproject.org/files/ENCFF553DRN/@@download/ENCFF553DRN.bed.gz				released	s3://encode-public/2017/01/28/cf84be27-f230-414d-966d-0669acd20f91/ENCFF553DRN.bed.gz			
ENCFF870NEJ	bigBed narrowPeak	bigBed	narrowPeak	conservative IDR thresholded peaks	hg19	ENCSR897JAS	TF ChIP-seq	EFO:0001203	MCF-7	cell line	Homo sapiens										CREB1-human	DNA						2016-07-08	ENCODE			450-650	1, 2	1_1, 2_1							/files/ENCFF553DRN/	1098666	ENCODE Processing Pipeline	b5c02ac56f67357d4df934803362094a		https://www.encodeproject.org/files/ENCFF870NEJ/@@download/ENCFF870NEJ.bigBed				released	s3://encode-public/2017/01/28/227ed82b-52cc-4a56-80b8-0e8831217a5f/ENCFF870NEJ.bigBed			
ENCFF277JYZ	bed narrowPeak	bed	narrowPeak	IDR thresholded peaks	GRCh38	ENCSR897JAS	TF ChIP-seq	EFO:0001203	MCF-7	cell line	Homo sapiens										CREB1-human	DNA						2016-07-08	ENCODE			450-650	2	2_1							/files/ENCFF356LFX/, /files/ENCFF756SZH/, /files/ENCFF220TQP/, /files/ENCFF394HHH/	479811	ENCODE Processing Pipeline	1db693bc22eb4d235624af2934f1eb39		https://www.encodeproject.org/files/ENCFF277JYZ/@@download/ENCFF277JYZ.bed.gz				released	s3://encode-public/2020/12/01/829a0d37-3d88-493f-a8cc-5e6503d328ee/ENCFF277JYZ.bed.gz			
